deck_id,card_1,card_2,card_3,card_4,card_5,card_6,card_7,card_8
776,Baby Dragon,Barbarian Barrel,Battle Healer,Electro Dragon,Elixir Collector,Elixir Golem,Mini P.E.K.K.A,Tornado
777,Arrows,Elixir Collector,Giant,Inferno Dragon,Monk,Night Witch,Rage,Skeleton Army
778,Earthquake,Firecracker,Hog Rider,Ice Spirit,Mighty Miner,Skeletons,Tesla,The Log
779,Bomb Tower,Earthquake,Firecracker,Goblins,Hog Rider,Ice Spirit,Knight,The Log
780,Bomber,Dark Prince,Giant,Lightning,Lumberjack,Mega Minion,Prince,Zap
781,Electro Giant,Golden Knight,Minions,Ram Rider,Royal Ghost,Tornado,Wizard,Zap
782,Barbarian Barrel,Executioner,Fire Spirit,Goblin Cage,Golden Knight,Graveyard,Tornado,Vines
783,Arrows,Boss Bandit,Dart Goblin,Furnace,Lightning,Mega Knight,Mini P.E.K.K.A,Skeletons
784,Arrows,Bats,Elixir Collector,Knight,Minion Horde,Skeleton Army,Skeleton King,Three Musketeers
785,Arrows,Battle Ram,Cannon Cart,Golden Knight,Guards,Mini P.E.K.K.A,Mother Witch,Royal Ghost
786,Dart Goblin,Goblin Barrel,Golden Knight,Guards,Inferno Tower,Royal Delivery,Skeleton Barrel,The Log
787,Cannon,Electro Spirit,Firecracker,Goblin Drill,Guards,Mini P.E.K.K.A,Poison,The Log
788,Arrows,Baby Dragon,Giant,Minions,Prince,Rage,Skeleton Army,Sparky
789,Barbarian Barrel,Dart Goblin,Goblin Hut,Rascals,Royal Ghost,Skeleton Barrel,Vines,Wall Breakers
790,Barbarian Barrel,Fisherman,Giant Snowball,Golem,Guards,Hunter,Poison,Valkyrie
791,Barbarian Barrel,Goblin Hut,Graveyard,Ice Spirit,Knight,Musketeer,Poison,Skeletons
792,Barbarians,Battle Healer,Bomber,Electro Dragon,Elixir Collector,Giant,Goblinstein,Tornado
793,Boss Bandit,Cannon Cart,Electro Wizard,Golden Knight,Heal Spirit,Mother Witch,Royal Ghost,Zap
794,Bomb Tower,Fireball,Goblinstein,Magic Archer,Miner,Skeletons,Tornado,Wall Breakers
795,Barbarian Barrel,Boss Bandit,Executioner,Giant Snowball,Golden Knight,Guards,Ram Rider,Vines
796,Arrows,Cannon,Earthquake,Giant,Knight,Minion Horde,Mirror,Spear Goblins
797,Bowler,Giant,Giant Snowball,Graveyard,Mini P.E.K.K.A,Minions,Vines,Witch
798,Arrows,Barbarian Barrel,Flying Machine,Goblin Cage,Golden Knight,Royal Hogs,Royal Recruits,Zappies
799,Bomber,Cannon,Earthquake,Electro Giant,Golden Knight,Inferno Dragon,Skeletons,Tornado
800,Arrows,Barbarian Barrel,Fireball,Goblin Cage,Musketeer,Royal Hogs,Royal Recruits,Zappies
801,Balloon,Barbarian Barrel,Giant Snowball,Ice Golem,Ice Spirit,Lumberjack,Minions,Musketeer
802,Bomb Tower,Knight,Magic Archer,Miner,Royal Delivery,Skeletons,Tornado,Wall Breakers
803,Cannon,Dart Goblin,Goblin Barrel,Goblin Gang,Ice Spirit,Knight,Princess,The Log
804,Arrows,Golem,Miner,Mini P.E.K.K.A,Minions,Night Witch,Skeleton Army,Zap
805,Battle Healer,Giant,Heal Spirit,Mini P.E.K.K.A,Rage,Skeletons,Vines,Witch
806,Barbarian Barrel,Executioner,Fisherman,Golem,Knight,Lumberjack,Vines,Zappies
807,Baby Dragon,Electro Wizard,Fisherman,Giant Skeleton,Goblin Cage,Poison,Royal Giant,Vines
808,Dart Goblin,Fireball,Goblin Barrel,Goblin Gang,Ice Spirit,Mini P.E.K.K.A,Skeleton Barrel,The Log
809,Barbarian Barrel,Electro Spirit,Giant Skeleton,Ice Wizard,Lightning,Lumberjack,Phoenix,Royal Giant
810,Bomber,Cannon,Fire Spirit,Goblin Drill,Knight,Rocket,Skeletons,The Log
811,Barbarian Barrel,Earthquake,Goblin Hut,Ice Wizard,Mighty Miner,Minions,Royal Ghost,Royal Hogs
812,Cannon,Fire Spirit,Giant Snowball,Goblin Demolisher,Goblin Drill,Mighty Miner,Poison,Skeletons
813,Battle Healer,Electro Spirit,Fisherman,Monk,Mother Witch,Royal Ghost,Skeleton Army,Zappies
814,Cannon,Dart Goblin,Goblin Barrel,Ice Spirit,Princess,Skeletons,The Log,Valkyrie
815,Dark Prince,Earthquake,Elixir Collector,Giant,Mini P.E.K.K.A,Rage,Witch,Zap
816,Dark Prince,Electro Dragon,Fireball,Giant,Miner,Phoenix,Prince,Zap
817,Barbarian Barrel,Goblin Cage,Goblinstein,Graveyard,Guards,Musketeer,Poison,Valkyrie
818,Giant,Goblin Curse,Heal Spirit,Lumberjack,Mini P.E.K.K.A,Rage,Witch,Zap
819,Elixir Collector,Giant,Heal Spirit,Lumberjack,Mini P.E.K.K.A,Rage,Witch,Zap
820,Bowler,Giant,Giant Snowball,Graveyard,Mini P.E.K.K.A,Vines,Witch,Zappies
821,Arrows,Battle Ram,Golden Knight,Minions,Musketeer,P.E.K.K.A,Royal Ghost,Zap
822,Battle Ram,Electro Wizard,Fireball,Knight,Minions,P.E.K.K.A,Royal Ghost,Zap
823,Bandit,Barbarian Barrel,Bats,Mega Knight,Miner,Musketeer,Wall Breakers,Zap
824,Baby Dragon,Golem,Mini P.E.K.K.A,Minions,Night Witch,Skeleton Army,Tornado,Vines
825,Arrows,Battle Ram,Electro Wizard,Golden Knight,Heal Spirit,Lumberjack,Mini P.E.K.K.A,Mother Witch
826,Battle Healer,Fisherman,Hunter,Lightning,Minion Horde,The Log,Wall Breakers,Witch
827,Arrows,Electro Spirit,Fireball,Flying Machine,Musketeer,Royal Hogs,Royal Recruits,Tombstone
828,Arrows,Barbarian Barrel,Flying Machine,Musketeer,Royal Hogs,Royal Recruits,Tombstone,Zappies
829,Arrows,Barbarian Barrel,Flying Machine,Goblin Hut,Ice Wizard,Royal Hogs,Royal Recruits,Skeleton Army
830,Arrows,Electro Spirit,Flying Machine,Goblin Cage,Mother Witch,Royal Hogs,Royal Recruits,Zappies
831,Arrows,Barbarian Barrel,Flying Machine,Mother Witch,Royal Hogs,Royal Recruits,Tombstone,Zappies
832,Arrows,Electro Spirit,Flying Machine,Goblin Cage,Royal Hogs,Royal Recruits,Void,Zappies
833,Arrows,Electro Spirit,Fireball,Goblin Hut,Mini P.E.K.K.A,Musketeer,Royal Ghost,Royal Hogs
834,Barbarian Barrel,Bomb Tower,Dart Goblin,Rocket,Royal Ghost,Skeleton Barrel,Skeletons,Wall Breakers
835,Arrows,Electro Spirit,Fireball,Flying Machine,Goblin Hut,Mini P.E.K.K.A,Royal Hogs,Royal Recruits
836,Arrows,Barbarian Barrel,Flying Machine,Goblin Cage,Ice Wizard,Mini P.E.K.K.A,Royal Hogs,Royal Recruits
837,Electro Spirit,Fisherman,Guards,Hunter,Monk,Rage,Royal Giant,The Log
838,Arrows,Balloon,Guards,Inferno Dragon,Lava Hound,Miner,Skeleton Dragons,Valkyrie
839,Arrows,Barbarian Barrel,Flying Machine,Goblin Hut,Ice Wizard,Mini P.E.K.K.A,Royal Hogs,Royal Recruits
840,Arrows,Electro Spirit,Flying Machine,Goblin Hut,Ice Wizard,Mini P.E.K.K.A,Royal Hogs,Royal Recruits
841,Battle Ram,Goblin Gang,Hunter,Minion Horde,Monk,Rage,Royal Ghost,Three Musketeers
842,Arrows,Barbarian Barrel,Electro Spirit,Flying Machine,Mini P.E.K.K.A,Musketeer,Royal Hogs,Royal Recruits
843,Bowler,Electro Spirit,Goblin Drill,Mirror,Royal Delivery,Skeletons,Tesla,Tornado
844,Arrows,Battle Ram,Boss Bandit,Electro Wizard,Magic Archer,P.E.K.K.A,Royal Ghost,Zap
845,Electro Spirit,Fireball,Fisherman,Monk,Musketeer,Royal Giant,Skeletons,The Log
846,Arrows,Bats,Boss Bandit,Goblin Demolisher,Goblin Gang,Ice Wizard,Miner,Mortar
847,Giant Skeleton,Giant Snowball,Goblin Drill,Knight,Magic Archer,Royal Ghost,The Log,Zappies
848,Boss Bandit,Dart Goblin,Goblin Barrel,Golden Knight,Ice Spirit,Skeleton Army,Suspicious Bush,Vines
849,Electro Spirit,Fisherman,Goblins,Hunter,Lightning,Monk,Royal Giant,The Log
850,Elixir Collector,Heal Spirit,Hunter,Ice Golem,Mini P.E.K.K.A,Royal Ghost,Royal Hogs,Three Musketeers
851,Archer Queen,Cannon,Earthquake,Ice Spirit,Mini P.E.K.K.A,Royal Hogs,Skeletons,The Log
852,Barbarian Barrel,Bomb Tower,Dart Goblin,Rascals,Rocket,Royal Ghost,Skeleton Barrel,Suspicious Bush
853,Barbarian Barrel,Electro Spirit,Firecracker,Goblins,Hog Rider,Lightning,Mighty Miner,Tesla
854,Electro Giant,Goblin Cage,Golden Knight,Guards,Inferno Dragon,Lightning,Mother Witch,Tornado
855,Archer Queen,Barbarian Barrel,Cannon,Earthquake,Ice Spirit,Royal Delivery,Royal Hogs,Skeletons
856,Mega Knight,Miner,Mini P.E.K.K.A,Minions,Musketeer,Royal Ghost,Wall Breakers,Zap
857,Fire Spirit,Giant Snowball,Goblin Demolisher,Goblin Drill,Goblins,Knight,Poison,Tesla
858,Berserker,Electro Spirit,Firecracker,Hog Rider,Knight,Lightning,Tesla,The Log
859,Dark Prince,Guards,Ice Spirit,Miner,Rocket,Royal Delivery,Tesla,The Log
860,Archer Queen,Earthquake,Guards,Hog Rider,Ice Spirit,Knight,Tesla,The Log
861,Giant Snowball,Goblin Drill,Golden Knight,Magic Archer,Mega Knight,Royal Ghost,Tornado,Zappies
862,Battle Ram,Boss Bandit,Heal Spirit,Mini P.E.K.K.A,Mother Witch,Royal Ghost,Zap,Zappies
863,Arrows,Dark Prince,Giant,Lumberjack,Mega Minion,Miner,Vines,Witch
864,Baby Dragon,Cannon,Dark Prince,Electro Giant,Electro Spirit,Golden Knight,Lightning,Tornado
865,Barbarian Barrel,Berserker,Cannon,Graveyard,Musketeer,Poison,Valkyrie,Vines
866,Boss Bandit,Dart Goblin,Fire Spirit,Giant Snowball,Goblin Barrel,Goblin Gang,Princess,Tesla
867,Fire Spirit,Fireball,Giant Snowball,Goblin Demolisher,Goblin Drill,Knight,Skeletons,Tesla
868,Arrows,Giant,Graveyard,Mini P.E.K.K.A,Minions,Musketeer,Skeleton Army,Zap
869,Arrows,Baby Dragon,Flying Machine,Goblin Cage,Lava Hound,Lightning,Skeletons,Valkyrie
870,Barbarian Barrel,Golden Knight,Hog Rider,Magic Archer,Mega Knight,Royal Ghost,Tornado,Zappies
871,Electro Spirit,Fireball,Giant Snowball,Goblin Demolisher,Goblin Drill,Guards,Knight,Tesla
872,Archers,Fireball,Ice Golem,Ice Spirit,Skeletons,Tesla,The Log,X-Bow
873,Electro Spirit,Goblin Barrel,Goblin Gang,Knight,Princess,Rocket,Tesla,The Log
874,Giant Snowball,Goblin Gang,Miner,Minion Horde,Mortar,Rascals,Skeleton Barrel,Spear Goblins
875,Ice Spirit,Knight,Miner,Musketeer,Rocket,Skeletons,Tesla,The Log
876,Arrows,Bandit,Mega Knight,Minions,Musketeer,Prince,Wall Breakers,Zap
877,Bomber,Giant,Goblin Curse,Heal Spirit,Mini P.E.K.K.A,Minions,Rage,Witch
878,Arrows,Bats,Dart Goblin,Electro Wizard,Goblin Gang,Magic Archer,Mega Knight,Valkyrie
879,Giant,Goblin Curse,Goblin Gang,Heal Spirit,Mini P.E.K.K.A,Minions,Rage,Witch
880,Fireball,Goblin Cage,Hog Rider,Ice Spirit,Inferno Dragon,Mini P.E.K.K.A,The Log,Witch
881,Arrows,Executioner,Goblin Gang,Mega Knight,Mini P.E.K.K.A,Prince,Sparky,Wizard
882,Giant,Goblin Gang,Heal Spirit,Mini P.E.K.K.A,Minions,Rage,Witch,Zap
883,Dart Goblin,Freeze,Heal Spirit,Hunter,Rascals,Tornado,Valkyrie,X-Bow
884,Arrows,Bandit,Bats,Firecracker,Lightning,Mega Knight,P.E.K.K.A,Skeleton Barrel
885,Fireball,Ice Golem,Inferno Tower,Knight,Musketeer,Ram Rider,Skeleton Army,Zap
886,Knight,Miner,Minions,Poison,Skeletons,Tesla,The Log,Wall Breakers
887,Berserker,Cannon,Earthquake,Mega Minion,Miner,The Log,Tornado,Wall Breakers
888,Berserker,Bomber,Cannon,Giant Snowball,Goblin Drill,Rocket,Skeletons,The Log
889,Bomber,Fire Spirit,Giant Snowball,Goblin Drill,Knight,Rocket,Skeletons,Tesla
890,Bandit,Battle Ram,Electro Wizard,Knight,Magic Archer,P.E.K.K.A,Vines,Zap
891,Arrows,Bandit,Elite Barbarians,Giant,Guards,Hunter,Inferno Dragon,Rocket
892,Bandit,Battle Ram,Electro Wizard,Fireball,Knight,Magic Archer,P.E.K.K.A,Zap
893,Arrows,Electro Dragon,Elite Barbarians,Golem,Lumberjack,Mini P.E.K.K.A,Musketeer,Night Witch
894,Arrows,Elite Barbarians,Elixir Golem,Flying Machine,Ice Wizard,Lightning,Valkyrie,Witch
895,Fireball,Mega Knight,Mini P.E.K.K.A,Royal Ghost,Skeletons,Spirit Empress,The Log,Wizard
896,Battle Healer,Dark Prince,Giant,Mini P.E.K.K.A,Mirror,Rage,Sparky,Tornado
897,Archers,Boss Bandit,Dart Goblin,Goblin Curse,Goblin Gang,Knight,Rage,Suspicious Bush
898,Electro Spirit,Executioner,Goblin Curse,Goblinstein,Mini P.E.K.K.A,Rage,Royal Ghost,Skeletons
899,Baby Dragon,Boss Bandit,Goblin Curse,Guards,Heal Spirit,Ram Rider,Royal Ghost,Vines
900,Barbarian Barrel,Bowler,Hog Rider,Inferno Dragon,Knight,Mini P.E.K.K.A,Skeletons,Tornado
901,Cannon,Fire Spirit,Giant Snowball,Goblin Drill,Knight,Musketeer,Poison,Skeletons
902,Archer Queen,Battle Ram,Clone,Elixir Collector,Goblin Curse,Goblin Drill,Golden Knight,Tornado
903,Arrows,Cannon,Earthquake,Electro Dragon,Furnace,Hog Rider,Mini P.E.K.K.A,Royal Recruits
904,Dark Prince,Fireball,Mother Witch,Royal Giant,Skeleton Army,Skeleton King,The Log,Zappies
905,Berserker,Executioner,Fireball,Giant,Mega Minion,Mini P.E.K.K.A,Royal Ghost,Void
906,Arrows,Battle Ram,Berserker,Boss Bandit,Magic Archer,Musketeer,Royal Ghost,Vines
907,Boss Bandit,Dart Goblin,Goblin Barrel,Ice Spirit,Skeleton Barrel,Skeletons,Suspicious Bush,The Log
908,Cannon Cart,Clone,Giant Skeleton,Mother Witch,Skeleton Barrel,Skeletons,Tornado,Zappies
909,Earthquake,Firecracker,Hog Rider,Skeletons,Tesla,The Log,Valkyrie,Vines
910,Bats,Clone,Dart Goblin,Electro Spirit,Giant Skeleton,Skeleton Army,Skeleton Barrel,The Log
911,Arrows,Bomber,Giant,Lumberjack,Mini P.E.K.K.A,Minions,Musketeer,Rage
912,Baby Dragon,Elite Barbarians,Hog Rider,Minion Horde,Musketeer,Skeleton Army,The Log,Zap
913,Baby Dragon,Elixir Collector,Fireball,Knight,Mirror,P.E.K.K.A,Skeleton Army,Witch
914,Arrows,Barbarian Barrel,Knight,Minions,Mortar,Musketeer,Skeleton Barrel,Skeletons
915,Arrows,Cannon Cart,Giant Snowball,Goblin Gang,Graveyard,Knight,Mortar,Musketeer
916,Cannon,Firecracker,Giant Snowball,Goblin Drill,Lightning,Monk,Skeletons,The Log
917,Fire Spirit,Giant Snowball,Goblin Demolisher,Goblin Drill,Poison,Skeletons,Tesla,Valkyrie
918,Arrows,Barbarian Barrel,Cannon,Earthquake,Hog Rider,Mighty Miner,Mother Witch,Skeletons
919,Arrows,Bomber,Cannon,Electro Spirit,Knight,Lava Hound,The Log,Vines
920,Barbarian Barrel,Lightning,Miner,Minion Horde,Monk,Musketeer,Skeleton Army,Skeleton Barrel
921,Bomber,Boss Bandit,Fire Spirit,Giant Snowball,Goblin Drill,Poison,Skeletons,Tesla
922,Archers,Arrows,Fireball,Giant,Knight,Mini P.E.K.K.A,Minions,Musketeer
923,Bomber,Giant,Lightning,Lumberjack,Mega Minion,Prince,Rage,Zap
924,Barbarian Barrel,Cannon,Earthquake,Electro Spirit,Mother Witch,Royal Hogs,The Log,Valkyrie
925,Arrows,Bomb Tower,Electro Spirit,Executioner,Hog Rider,Rocket,Skeletons,Valkyrie
926,Archers,Arrows,Barbarians,Bowler,Giant,Giant Snowball,Graveyard,Witch
927,Barbarian Barrel,Electro Spirit,Fireball,Fisherman,Hunter,Mini P.E.K.K.A,Royal Giant,Skeletons
928,Archers,Arrows,Barbarians,Bowler,Giant,Giant Snowball,Graveyard,Night Witch
929,Arrows,Bowler,Giant,Giant Snowball,Graveyard,Mini P.E.K.K.A,Musketeer,Witch
930,Ice Golem,Miner,Mini P.E.K.K.A,Poison,Skeleton Barrel,Skeletons,Tesla,The Log
931,Guards,Mega Knight,Miner,Minions,Musketeer,Prince,Wall Breakers,Zap
932,Arrows,Bowler,Fisherman,Giant,Graveyard,Minions,Skeleton Army,Witch
933,Baby Dragon,Barbarian Barrel,Bowler,Electro Giant,Goblin Cage,Golden Knight,Lightning,Tornado
934,Goblin Barrel,Hog Rider,Mega Knight,Minions,Princess,Skeleton Army,Valkyrie,Zap
935,Cannon,Dart Goblin,Ice Golem,Ice Spirit,Miner,Skeletons,The Log,Wall Breakers
936,Golden Knight,Ice Spirit,Ice Wizard,Miner,Rocket,Skeletons,Tesla,The Log
937,Electro Spirit,Goblin Hut,Lightning,Musketeer,Royal Delivery,Royal Ghost,Royal Hogs,Skeletons
938,Electro Spirit,Elixir Collector,Fire Spirit,Ice Spirit,Musketeer,Skeletons,Valkyrie,X-Bow
939,Baby Dragon,Barbarian Barrel,Bowler,Electro Giant,Goblin Hut,Knight,Lightning,Tornado
940,Arrows,Giant,Mini P.E.K.K.A,Royal Ghost,Skeleton Army,Skeleton Dragons,Sparky,Wizard
941,Arrows,Dark Prince,Giant,Mini P.E.K.K.A,Rage,Skeleton Army,Sparky,Wizard
942,Hog Rider,Ice Spirit,Lightning,Mighty Miner,Musketeer,Skeletons,Tesla,The Log
943,Barbarian Barrel,Fireball,Minions,Monk,Mortar,Musketeer,Skeleton Barrel,Skeletons
944,Arrows,Firecracker,Giant Snowball,Goblin Gang,Hog Rider,Mega Knight,Prince,Wizard
945,Dart Goblin,Firecracker,Guards,Mega Knight,Mini P.E.K.K.A,Valkyrie,Witch,Wizard
946,Bomb Tower,Dart Goblin,Fireball,Goblin Demolisher,Golden Knight,Knight,Prince,Wall Breakers
947,Arrows,Elite Barbarians,Fireball,Lightning,Mega Knight,Prince,Rocket,Sparky
948,Fireball,Goblin Barrel,Hunter,Knight,Magic Archer,Mortar,Skeletons,The Log
949,Dart Goblin,Fireball,Goblin Barrel,Hog Rider,Knight,Tesla,The Log,Witch
950,Arrows,Firecracker,Knight,Mega Knight,Mini P.E.K.K.A,Musketeer,Tesla,Valkyrie
951,Goblin Gang,Hog Rider,Ice Spirit,Ice Wizard,Tesla,The Log,Valkyrie,Witch
952,Balloon,Elite Barbarians,Fireball,Minion Horde,Rage,Skeleton Army,Valkyrie,Wizard
953,Baby Dragon,Balloon,Lumberjack,Mega Knight,Minions,Skeleton Army,Valkyrie,Wizard
954,Balloon,Fireball,Lumberjack,Princess,Skeleton Army,The Log,Valkyrie,Wizard
955,Arrows,Bats,Goblinstein,Knight,Mega Knight,Royal Hogs,Skeleton Army,Skeleton Barrel
956,Baby Dragon,Golem,Lightning,Lumberjack,Mega Minion,Mini P.E.K.K.A,The Log,Tornado
957,Electro Wizard,Executioner,Fireball,Inferno Dragon,Mini P.E.K.K.A,P.E.K.K.A,The Log,Zap
958,Arrows,Bomber,Firecracker,Guards,Mega Knight,P.E.K.K.A,Royal Hogs,Wizard
959,Barbarian Barrel,Furnace,Goblin Hut,Graveyard,Knight,Poison,Vines,Witch
960,Bats,Boss Bandit,Firecracker,Mini P.E.K.K.A,Mother Witch,Skeleton Barrel,Skeletons,Wall Breakers
961,Archers,Arrows,Giant,Hog Rider,Tesla,The Log,Valkyrie,Witch
962,Arrows,Electro Wizard,Hog Rider,Inferno Dragon,Lumberjack,Skeleton Army,Valkyrie,Witch
963,Arrows,Baby Dragon,Firecracker,Mini P.E.K.K.A,Rascals,Royal Recruits,Sparky,Wizard
964,Berserker,Cannon,Fire Spirit,Giant Snowball,Goblin Demolisher,Goblin Drill,Poison,Skeletons
965,Arrows,Battle Ram,Cannon Cart,Golden Knight,Guards,Magic Archer,Mini P.E.K.K.A,Royal Ghost
966,Arrows,Bomber,Fisherman,Goblin Giant,Heal Spirit,P.E.K.K.A,Rage,Skeletons
967,Cannon,Earthquake,Firecracker,Hog Rider,Ice Spirit,Monk,Skeletons,The Log
968,Barbarian Barrel,Electro Spirit,Fisherman,Monk,Musketeer,Royal Giant,Skeleton Army,Vines
969,Arrows,Barbarian Barrel,Electro Spirit,Fireball,Flying Machine,Goblin Cage,Royal Hogs,Royal Recruits
970,Fire Spirit,Giant Snowball,Heal Spirit,Mirror,Monk,Skeleton Army,Skeletons,Zap
971,Balloon,Inferno Dragon,Lumberjack,Mega Knight,Minions,Musketeer,Skeleton Army,The Log
972,Battle Healer,Electro Dragon,Elixir Collector,Golem,Lumberjack,Mini P.E.K.K.A,Skeleton Dragons,Tornado
973,Barbarian Barrel,Cannon Cart,Goblinstein,Guards,Lightning,Minions,Mortar,Skeleton Barrel
974,Cannon,Dart Goblin,Electro Spirit,Fire Spirit,Fireball,Suspicious Bush,Valkyrie,Wall Breakers
975,Cannon,Electro Dragon,Ice Spirit,Poison,Rocket,Royal Delivery,Royal Hogs,Skeletons
976,Arrows,Berserker,Electro Spirit,Fisherman,Giant Skeleton,Rage,Royal Giant,Wizard
977,Bomber,Bowler,Fire Spirit,Goblin Drill,Knight,Royal Delivery,Tesla,Tornado
978,Arrows,Battle Ram,Boss Bandit,Golden Knight,Heal Spirit,Lumberjack,Mother Witch,Spirit Empress
979,Barbarian Barrel,Bomb Tower,Dart Goblin,Mighty Miner,Rascals,Skeleton Barrel,Vines,Wall Breakers
980,Executioner,Firecracker,Freeze,Giant,Knight,Lumberjack,Mini P.E.K.K.A,Vines
981,Barbarian Barrel,Knight,Minions,Mortar,Musketeer,Poison,Skeleton Barrel,Skeletons
982,Barbarian Barrel,Golden Knight,Lumberjack,Mega Knight,Minions,Musketeer,Poison,Ram Rider
983,Earthquake,Electro Spirit,Giant Snowball,Hog Rider,Knight,Mortar,Musketeer,Skeletons
984,Arrows,Barbarian Barrel,Battle Ram,Electro Wizard,Golden Knight,Mother Witch,P.E.K.K.A,Royal Ghost
985,Boss Bandit,Elixir Collector,Golden Knight,Heal Spirit,Minions,Royal Ghost,Three Musketeers,Zap
986,Battle Ram,Boss Bandit,Golden Knight,Heal Spirit,Magic Archer,Minions,Rage,Royal Ghost
987,Dart Goblin,Fire Spirit,Goblin Gang,Ice Spirit,Spear Goblins,Suspicious Bush,The Log,Wall Breakers
988,Cannon,Dart Goblin,Electro Spirit,Giant Snowball,Suspicious Bush,Valkyrie,Vines,Wall Breakers
989,Battle Ram,Electro Wizard,Fireball,Knight,Magic Archer,P.E.K.K.A,Royal Ghost,Zap
990,Barbarian Barrel,Cannon,Earthquake,Firecracker,Hog Rider,Ice Spirit,Knight,Skeletons
991,Barbarian Barrel,Boss Bandit,Executioner,Giant Snowball,Goblin Demolisher,Mini P.E.K.K.A,Ram Rider,Vines
992,Bandit,Elite Barbarians,Executioner,Goblin Drill,Magic Archer,Royal Ghost,Royal Recruits,Wall Breakers
993,Dart Goblin,Fire Spirit,Ice Spirit,Royal Ghost,Skeletons,Suspicious Bush,The Log,Wall Breakers
994,Elixir Collector,Fire Spirit,Ice Spirit,Knight,Musketeer,Royal Delivery,Skeletons,X-Bow
995,Arrows,Electro Wizard,Elite Barbarians,Executioner,Hog Rider,Mega Knight,Valkyrie,Vines
996,Barbarians,Goblin Barrel,Inferno Tower,Mega Knight,Prince,Skeleton Army,Witch,Wizard
997,Barbarian Barrel,Elixir Collector,Ice Golem,Ice Spirit,Mini P.E.K.K.A,Royal Ghost,Three Musketeers,Zap
998,Arrows,Bats,Goblin Drill,Goblin Gang,Inferno Dragon,Mega Knight,Skeleton Barrel,Wall Breakers
999,Electro Spirit,Fire Spirit,Rocket,Skeletons,Tesla,The Log,Valkyrie,X-Bow
1000,Ice Spirit,Knight,Little Prince,Miner,Rocket,Skeletons,Tesla,The Log
1001,Executioner,Golden Knight,Golem,Mini P.E.K.K.A,Minions,Royal Ghost,Vines,Zappies
1002,Arrows,Bats,Dark Prince,Giant,Miner,Musketeer,Prince,Zap
1003,Archer Queen,Electro Spirit,Fireball,Fisherman,Monk,Royal Giant,Skeletons,The Log
1004,Barbarian Barrel,Earthquake,Electro Spirit,Firecracker,Guards,Hog Rider,Knight,Tesla
1005,Goblin Hut,Ice Spirit,Lightning,Musketeer,Royal Ghost,Royal Hogs,Skeletons,The Log
1006,Boss Bandit,Dart Goblin,Ice Spirit,Skeleton Army,Skeleton Barrel,Skeleton King,Suspicious Bush,Vines
1007,Bomber,Giant Snowball,Goblin Drill,Goblins,Inferno Tower,Mini P.E.K.K.A,Poison,Wall Breakers
1008,Barbarian Barrel,Electro Spirit,Fireball,Fisherman,Hunter,Monk,Royal Ghost,Royal Giant
1009,Baby Dragon,Barbarian Barrel,Bowler,Electro Giant,Goblin Cage,Knight,Lightning,Tornado
1010,Arrows,Mega Knight,Miner,Mini P.E.K.K.A,Minions,Musketeer,Wall Breakers,Zap
1011,Balloon,Fireball,Inferno Dragon,Lava Hound,Skeleton Dragons,Tombstone,Valkyrie,Vines
1012,Archer Queen,Guards,Mighty Miner,Miner,Poison,Tesla,The Log,Wall Breakers
1013,Cannon,Electro Spirit,Guards,Miner,Musketeer,Rocket,The Log,Valkyrie
1014,Archer Queen,Cannon,Goblins,Ice Spirit,Lightning,Mini P.E.K.K.A,Royal Hogs,The Log
1015,Berserker,Boss Bandit,Fireball,Goblin Gang,Mortar,Musketeer,Skeleton Barrel,The Log
1016,Electro Spirit,Fireball,Fisherman,Guards,Knight,Royal Giant,The Log,Witch
1017,Fire Spirit,Giant Snowball,Goblin Demolisher,Goblin Drill,Mighty Miner,Poison,Skeletons,Tesla
1018,Fireball,Knight,Minions,Mortar,Musketeer,Skeleton Barrel,Skeletons,The Log
1019,Bandit,Boss Bandit,Electro Spirit,Furnace,Lightning,Mega Knight,Rage,Ram Rider
1020,Berserker,Bomber,Boss Bandit,Cannon,Fire Spirit,Giant Snowball,Goblin Drill,Poison
1021,Dart Goblin,Fire Spirit,Ice Spirit,Skeleton Army,Skeleton Barrel,Skeleton King,Vines,Wall Breakers
1022,Barbarian Barrel,Earthquake,Firecracker,Goblins,Hog Rider,Ice Spirit,Knight,Tesla
1023,Arrows,Electro Spirit,Fireball,Flying Machine,Goblin Cage,Royal Hogs,Royal Recruits,Zappies
1024,Golden Knight,Heal Spirit,Ice Golem,Musketeer,Royal Ghost,Royal Hogs,Three Musketeers,Vines
1025,Baby Dragon,Bomber,Bowler,Electro Giant,Goblin Hut,Lightning,Tornado,Valkyrie
1026,Archers,Ice Spirit,Knight,Mortar,Rocket,Skeletons,The Log,Tornado
1027,Electro Spirit,Fireball,Fisherman,Knight,Musketeer,Royal Giant,Skeletons,The Log
1028,Barbarian Barrel,Earthquake,Electro Spirit,Hog Rider,Mighty Miner,Musketeer,Skeletons,Tesla
1029,Earthquake,Electro Spirit,Firecracker,Hog Rider,Skeletons,Tesla,The Log,Valkyrie
1030,Arrows,Firecracker,Hog Rider,Inferno Tower,Prince,Skeleton Army,The Log,Witch
1031,Dart Goblin,Executioner,Firecracker,Giant,Hog Rider,Lumberjack,Valkyrie,Vines
1032,Bowler,Dart Goblin,Elite Barbarians,Hog Rider,Knight,Mega Minion,Valkyrie,Witch
